sent	item	cond	recode	plausible	model	measure	rating
Some heirlooms are too worthless to be thrown out.	9	posini-negadj	Some..too trivial..ignored	implausible	roberta-base	LogProb	-49.08889009314589
Some objections are too negligible to be ignored.	10	posini-negadj	Some..too trivial..ignored	implausible	roberta-base	LogProb	-42.070606933673844
Some laws are too ambiguous to be misinterpreted.	11	posini-negadj	Some..too trivial..ignored	implausible	roberta-base	LogProb	-34.72922999225557
Some details are too unimportant to be left out.	12	posini-negadj	Some..too trivial..ignored	implausible	roberta-base	LogProb	-20.534096882329322
Some problems are too insignificant to be concealed.	13	posini-negadj	Some..too trivial..ignored	implausible	roberta-base	LogProb	-43.80129041982582
Some chapters are too nonessential to be skipped.	14	posini-negadj	Some..too trivial..ignored	implausible	roberta-base	LogProb	-34.6930813556537
Some memories are too fuzzy to be forgotten.	15	posini-negadj	Some..too trivial..ignored	implausible	roberta-base	LogProb	-33.77334229578264
Some articles are too mediocre to go unpublished.	16	posini-negadj	Some..too trivial..ignored	implausible	roberta-base	LogProb	-45.92604759335518
Some fees are too unprofitable to be waived.	17	posini-negadj	Some..too trivial..ignored	implausible	roberta-base	LogProb	-28.837565781752346
Some lectures are too boring to be skipped.	18	posini-negadj	Some..too trivial..ignored	implausible	roberta-base	LogProb	-36.118266796693206
Some tests are too useless to be canceled.	19	posini-negadj	Some..too trivial..ignored	implausible	roberta-base	LogProb	-40.25549612403847
Some potential habitats are too nutrient-poor to be uninhabited.	20	posini-negadj	Some..too trivial..ignored	implausible	roberta-base	LogProb	-38.935466256923974
Some artificial ingredients are too harmless to be used.	21	posini-negadj	Some..too trivial..ignored	implausible	roberta-base	LogProb	-29.59938433827483
Some possible conversation topics are too unemotional to be left out.	22	posini-negadj	Some..too trivial..ignored	implausible	roberta-base	LogProb	-40.709005983546376
Some anonymous tips are too vague to be neglected.	23	posini-negadj	Some..too trivial..ignored	implausible	roberta-base	LogProb	-68.76384502323344
Some computer games are too harmless to be released.	24	posini-negadj	Some..too trivial..ignored	implausible	roberta-base	LogProb	-42.9536304291687
Some physics theories are too implausible to be dismissed.	25	posini-negadj	Some..too trivial..ignored	implausible	roberta-base	LogProb	-30.638825974368956
Some amateur plays are too unoriginal to be missed.	26	posini-negadj	Some..too trivial..ignored	implausible	roberta-base	LogProb	-50.10511279501952
Some financial aid packages are too small to be cut.	27	posini-negadj	Some..too trivial..ignored	implausible	roberta-base	LogProb	-34.90507683320902
Some social security payments are too unimportant to be missed.	28	posini-negadj	Some..too trivial..ignored	implausible	roberta-base	LogProb	-27.642403964418918
Some wordings are too imprecise to be misunderstood.	29	posini-negadj	Some..too trivial..ignored	implausible	roberta-base	LogProb	-48.28128642262891
Some pleas for clemency are too unreasonable to be rejected.	30	posini-negadj	Some..too trivial..ignored	implausible	roberta-base	LogProb	-41.296794023539405
Some muscle spasms are too painless to be overlooked.	31	posini-negadj	Some..too trivial..ignored	implausible	roberta-base	LogProb	-32.61525501823053
Some return on investments are too unprofitable to be disregarded.	32	posini-negadj	Some..too trivial..ignored	implausible	roberta-base	LogProb	-58.9721965060271
Some head injuries are too severe to be ignored.	1	posini-posadj	Some..too severe..ignored	plausible	roberta-base	LogProb	-21.46356800943613
Some plans are too realistic to be rejected.	2	posini-posadj	Some..too severe..ignored	plausible	roberta-base	LogProb	-37.14639744255692
Some mistakes are too fatal to be overlooked.	3	posini-posadj	Some..too severe..ignored	plausible	roberta-base	LogProb	-24.799467852106318
Some TV shows are too successful to be discontinued.	4	posini-posadj	Some..too severe..ignored	plausible	roberta-base	LogProb	-21.160862511605956
Some applicants are too experienced to be rejected.	5	posini-posadj	Some..too severe..ignored	plausible	roberta-base	LogProb	-24.969381323084235
Some positions under siege are too important to be abandoned.	6	posini-posadj	Some..too severe..ignored	plausible	roberta-base	LogProb	-28.64035195641918
Some decisions are too clear to be postponed.	7	posini-posadj	Some..too severe..ignored	plausible	roberta-base	LogProb	-35.59594369120896
Some teenagers are too conformist to be marginalized.	8	posini-posadj	Some..too severe..ignored	plausible	roberta-base	LogProb	-44.353546352125704
Some heirlooms are too valuable to be thrown out.	9	posini-posadj	Some..too severe..ignored	plausible	roberta-base	LogProb	-37.123365414794534
Some objections are too essential to be ignored.	10	posini-posadj	Some..too severe..ignored	plausible	roberta-base	LogProb	-26.940555060631596
Some laws are too unambiguous to be misinterpreted.	11	posini-posadj	Some..too severe..ignored	plausible	roberta-base	LogProb	-30.590100259665633
Some details are too important to be left out.	12	posini-posadj	Some..too severe..ignored	plausible	roberta-base	LogProb	-10.236412070633378
Some problems are too significant to be concealed.	13	posini-posadj	Some..too severe..ignored	plausible	roberta-base	LogProb	-33.90495024781558
Some chapters are too essential to be skipped.	14	posini-posadj	Some..too severe..ignored	plausible	roberta-base	LogProb	-21.868610098725185
Some memories are too clear to be forgotten.	15	posini-posadj	Some..too severe..ignored	plausible	roberta-base	LogProb	-26.282765796640888
Some articles are too exceptional to go unpublished.	16	posini-posadj	Some..too severe..ignored	plausible	roberta-base	LogProb	-38.929824724793434
Some fees are too profitable to be waived.	17	posini-posadj	Some..too severe..ignored	plausible	roberta-base	LogProb	-28.77303612214746
Some lectures are too interesting to be skipped.	18	posini-posadj	Some..too severe..ignored	plausible	roberta-base	LogProb	-29.916419811663218
Some tests are too useful to be canceled.	19	posini-posadj	Some..too severe..ignored	plausible	roberta-base	LogProb	-29.73985448339954
Some potential habitats are too nutrient-rich to be uninhabited.	20	posini-posadj	Some..too severe..ignored	plausible	roberta-base	LogProb	-37.59729427471757
Some artificial ingredients are too harmful to be used.	21	posini-posadj	Some..too severe..ignored	plausible	roberta-base	LogProb	-21.241027409094386
Some possible conversation topics are too emotional to be left out.	22	posini-posadj	Some..too severe..ignored	plausible	roberta-base	LogProb	-33.81556054484099
Some anonymous tips are too important to be neglected.	23	posini-posadj	Some..too severe..ignored	plausible	roberta-base	LogProb	-45.482124250847846
Some computer games are too violent to be released.	24	posini-posadj	Some..too severe..ignored	plausible	roberta-base	LogProb	-27.288355311495252
Some physics theories are too plausible to be dismissed.	25	posini-posadj	Some..too severe..ignored	plausible	roberta-base	LogProb	-28.19121420045849
Some amateur plays are too original to be missed.	26	posini-posadj	Some..too severe..ignored	plausible	roberta-base	LogProb	-47.640943011967465
Some financial aid packages are too large to be cut.	27	posini-posadj	Some..too severe..ignored	plausible	roberta-base	LogProb	-34.200293206144124
Some social security payments are too important to be missed.	28	posini-posadj	Some..too severe..ignored	plausible	roberta-base	LogProb	-16.110450236941688
Some wordings are too precise to be misunderstood.	29	posini-posadj	Some..too severe..ignored	plausible	roberta-base	LogProb	-38.651663390453905
Some pleas for clemency are too reasonable to be rejected.	30	posini-posadj	Some..too severe..ignored	plausible	roberta-base	LogProb	-37.86673652700847
Some muscle spasms are too painful to be overlooked.	31	posini-posadj	Some..too severe..ignored	plausible	roberta-base	LogProb	-27.654509822721593
Some return on investments are too profitable to be disregarded.	32	posini-posadj	Some..too severe..ignored	plausible	roberta-base	LogProb	-46.87572417978663
No head injury is so trivial as to be treated.	1	so-impl-qpl	No..so..treated	implausible	roberta-base	LogProb	-29.968709993176162
No plan is so unrealistic as to be made.	2	so-impl-qpl	No..so..treated	implausible	roberta-base	LogProb	-34.12226713448763
No mistake is so insignificant as to be corrected.	3	so-impl-qpl	No..so..treated	implausible	roberta-base	LogProb	-25.183404398150742
No TV show is so unsuccessful as to be continued.	4	so-impl-qpl	No..so..treated	implausible	roberta-base	LogProb	-36.55677490308881
No applicant is so inexperienced as to be accepted.	5	so-impl-qpl	No..so..treated	implausible	roberta-base	LogProb	-32.65263598412275
No position under siege is so insignificant as to be defended.	6	so-impl-qpl	No..so..treated	implausible	roberta-base	LogProb	-29.44505848456174
No decision is so unclear as to be made.	7	so-impl-qpl	No..so..treated	implausible	roberta-base	LogProb	-26.24676434509456
No teenager is so rebellious as to be accepted.	8	so-impl-qpl	No..so..treated	implausible	roberta-base	LogProb	-28.979878891259432
No heirloom is so worthless as to be inherited.	9	so-impl-qpl	No..so..treated	implausible	roberta-base	LogProb	-48.59025453525828
No objection is so negligible as to be considered.	10	so-impl-qpl	No..so..treated	implausible	roberta-base	LogProb	-30.35037227300927
No law is so ambiguous as to be interpreted correctly.	11	so-impl-qpl	No..so..treated	implausible	roberta-base	LogProb	-21.026009484077804
No detail is so unimportant as to be dealt with.	12	so-impl-qpl	No..so..treated	implausible	roberta-base	LogProb	-19.477884938940406
No problem is so insignificant as to be solved.	13	so-impl-qpl	No..so..treated	implausible	roberta-base	LogProb	-18.89371046051383
No chapter is so nonessential as to be read.	14	so-impl-qpl	No..so..treated	implausible	roberta-base	LogProb	-35.24664221145213
No memory is so fuzzy as to be remembered.	15	so-impl-qpl	No..so..treated	implausible	roberta-base	LogProb	-27.009517785161734
No article is so mediocre as to be published.	16	so-impl-qpl	No..so..treated	implausible	roberta-base	LogProb	-32.90370223298669
No fee is so unprofitable as to be implemented.	17	so-impl-qpl	No..so..treated	implausible	roberta-base	LogProb	-43.112604244219256
No lecture is so boring as to be attended.	18	so-impl-qpl	No..so..treated	implausible	roberta-base	LogProb	-23.391368061304092
No exam is so useless as to be implemented.	19	so-impl-qpl	No..so..treated	implausible	roberta-base	LogProb	-45.1534787863493
No potential habitat is so nutrient-poor as to be inhabited.	20	so-impl-qpl	No..so..treated	implausible	roberta-base	LogProb	-32.7851677830331
No artificial ingredient is so harmless as to be used.	21	so-impl-qpl	No..so..treated	implausible	roberta-base	LogProb	-27.347131627146155
No possible conversation topic is so unemotional as to be brought up.	22	so-impl-qpl	No..so..treated	implausible	roberta-base	LogProb	-25.360118368640542
No anonymous tip is so vague as to be taken.	23	so-impl-qpl	No..so..treated	implausible	roberta-base	LogProb	-39.59682732960209
No computer game is so harmless as to be stopped.	24	so-impl-qpl	No..so..treated	implausible	roberta-base	LogProb	-32.671506020240486
No physics theory is so implausible as to be developed.	25	so-impl-qpl	No..so..treated	implausible	roberta-base	LogProb	-32.7343993227114
No amateur play is so unoriginal as to be attended.	26	so-impl-qpl	No..so..treated	implausible	roberta-base	LogProb	-51.631109840236604
No financial aid package is so small as to be issued.	27	so-impl-qpl	No..so..treated	implausible	roberta-base	LogProb	-30.606707325670868
No social security payment is so small as to be cashed.	28	so-impl-qpl	No..so..treated	implausible	roberta-base	LogProb	-28.083925725892186
No wording is so imprecise as to be understood.	29	so-impl-qpl	No..so..treated	implausible	roberta-base	LogProb	-40.774258078075945
No plea for clemency is so unreasonable as to be considered.	30	so-impl-qpl	No..so..treated	implausible	roberta-base	LogProb	-30.876058126916178
No muscle spasm is so painless as to be treated.	31	so-impl-qpl	No..so..treated	implausible	roberta-base	LogProb	-29.70181248243898
No return on investments is so unprofitable as to be managed.	32	so-impl-qpl	No..so..treated	implausible	roberta-base	LogProb	-44.81370288242033
No head injury is so trivial as to be ignored.	1	so-pl-qpl	No..so..ignored	plausible	roberta-base	LogProb	-23.995980070903897
No plan is so unrealistic as to be rejected.	2	so-pl-qpl	No..so..ignored	plausible	roberta-base	LogProb	-28.92641868488863
No mistake is so insignificant as to be overlooked.	3	so-pl-qpl	No..so..ignored	plausible	roberta-base	LogProb	-22.010141182574444
No TV show is so unsuccessful as to be discontinued.	4	so-pl-qpl	No..so..ignored	plausible	roberta-base	LogProb	-30.1630483281333
No applicant is so inexperienced as to be rejected.	5	so-pl-qpl	No..so..ignored	plausible	roberta-base	LogProb	-24.97629104112275
No position under siege is so insignificant as to be abandoned.	6	so-pl-qpl	No..so..ignored	plausible	roberta-base	LogProb	-32.485228433739394
No decision is so unclear as to be postponed.	7	so-pl-qpl	No..so..ignored	plausible	roberta-base	LogProb	-39.32076151436195
No teenager is so rebellious as to be marginalized.	8	so-pl-qpl	No..so..ignored	plausible	roberta-base	LogProb	-33.95947466522921
No heirloom is so worthless as to be thrown out.	9	so-pl-qpl	No..so..ignored	plausible	roberta-base	LogProb	-42.85827361990232
No objection is so negligible as to be ignored.	10	so-pl-qpl	No..so..ignored	plausible	roberta-base	LogProb	-33.06343015527818
No law is so ambiguous as to be misinterpreted.	11	so-pl-qpl	No..so..ignored	plausible	roberta-base	LogProb	-23.346820450853556
No detail is so unimportant as to be left out.	12	so-pl-qpl	No..so..ignored	plausible	roberta-base	LogProb	-15.857854654896073
No problem is so insignificant as to be ignored.	13	so-pl-qpl	No..so..ignored	plausible	roberta-base	LogProb	-19.924317423603497
No chapter is so nonessential as to be skipped.	14	so-pl-qpl	No..so..ignored	plausible	roberta-base	LogProb	-30.103172100149095
No memory is so fuzzy as to be forgotten.	15	so-pl-qpl	No..so..ignored	plausible	roberta-base	LogProb	-27.97945147845894
No article is so mediocre as to go unpublished.	16	so-pl-qpl	No..so..ignored	plausible	roberta-base	LogProb	-34.210299744481745
No fee is so unprofitable as to be waived.	17	so-pl-qpl	No..so..ignored	plausible	roberta-base	LogProb	-24.931043315387797
No lecture is so boring as to be skipped.	18	so-pl-qpl	No..so..ignored	plausible	roberta-base	LogProb	-33.76091279834509
No exam is so useless as to be canceled.	19	so-pl-qpl	No..so..ignored	plausible	roberta-base	LogProb	-37.81259351782501
No potential habitat is so nutrient-poor as to be uninhabited.	20	so-pl-qpl	No..so..ignored	plausible	roberta-base	LogProb	-42.440137708661496
No artificial ingredient is so harmless as to be abandoned.	21	so-pl-qpl	No..so..ignored	plausible	roberta-base	LogProb	-40.84303659910802
No possible conversation topic is so unemotional as to be left out.	22	so-pl-qpl	No..so..ignored	plausible	roberta-base	LogProb	-28.14034360263031
No anonymous tip is so vague as to be neglected.	23	so-pl-qpl	No..so..ignored	plausible	roberta-base	LogProb	-55.99515674702707
No computer game is so harmless as to be released.	24	so-pl-qpl	No..so..ignored	plausible	roberta-base	LogProb	-39.71086975932121
No physics theory is so implausible as to be dismissed.	25	so-pl-qpl	No..so..ignored	plausible	roberta-base	LogProb	-27.50411484965298
No amateur play is so unoriginal as to be missed.	26	so-pl-qpl	No..so..ignored	plausible	roberta-base	LogProb	-48.78820507018827
No financial aid package is so small as to be cut.	27	so-pl-qpl	No..so..ignored	plausible	roberta-base	LogProb	-31.84472340880893
No social security payment is so small as to be missed.	28	so-pl-qpl	No..so..ignored	plausible	roberta-base	LogProb	-26.764670414559077
No wording is so imprecise as to be misunderstood.	29	so-pl-qpl	No..so..ignored	plausible	roberta-base	LogProb	-35.48060651234118
No plea for clemency is so unreasonable as to be rejected.	30	so-pl-qpl	No..so..ignored	plausible	roberta-base	LogProb	-29.42363724525785
No muscle spasm is so painless as to be overlooked.	31	so-pl-qpl	No..so..ignored	plausible	roberta-base	LogProb	-35.43447374360403
No return on investments is so unprofitable as to be disregarded.	32	so-pl-qpl	No..so..ignored	plausible	roberta-base	LogProb	-38.21466675230113
Head injuries should be treated, no matter how trivial they are.	1		world knowledge		roberta-base	LogProb	-23.45954904514656
Plans can be made, no matter how unrealistic they are.	2		world knowledge		roberta-base	LogProb	-15.694518036601949
Mistakes should be corrected, no matter how insignificant they are.	3		world knowledge		roberta-base	LogProb	-23.320534037527977
TV shows can stay on the air, no matter how unsuccessful they are.	4		world knowledge		roberta-base	LogProb	-19.504555115869152
Applicants can be accepted, no matter how inexperienced they are.	5		world knowledge		roberta-base	LogProb	-34.69550534984592
Positions under siege should be defended, no matter how insignificant they are.	6		world knowledge		roberta-base	LogProb	-42.41604423688841
Decisions can be made, no matter how unclear they are.	7		world knowledge		roberta-base	LogProb	-26.663073670046288
Teenagers should be accepted, no matter how rebellious they are.	8		world knowledge		roberta-base	LogProb	-24.05338812187256
Heirlooms can be inherited, no matter how worthless they are.	9		world knowledge		roberta-base	LogProb	-61.24138731812127
Objections should be considered, no matter how negligible they are.	10		world knowledge		roberta-base	LogProb	-32.32446220832935
Laws can be interpreted correctly, no matter how ambiguous they are.	11		world knowledge		roberta-base	LogProb	-25.312005018553464
Details should be dealt with, no matter how unimportant they are.	12		world knowledge		roberta-base	LogProb	-20.699390393070644
Problems should be dealt with, no matter how insignificant they are.	13		world knowledge		roberta-base	LogProb	-18.526559445163002
Chapters should be read, no matter how nonessential they are.	14		world knowledge		roberta-base	LogProb	-27.808184078428894
Memories can be remembered, no matter how fuzzy they are.	15		world knowledge		roberta-base	LogProb	-26.08596741929796
Articles can be published, no matter how mediocre they are.	16		world knowledge		roberta-base	LogProb	-26.67730937594024
Fees should be charged, no matter how unprofitable they are.	17		world knowledge		roberta-base	LogProb	-40.809130032626854
Lectures should be attended, no matter how boring they are.	18		world knowledge		roberta-base	LogProb	-29.795114201697288
Exams should be given, no matter how useless they are.	19		world knowledge		roberta-base	LogProb	-35.348692949686665
Potential habitats can be inhabited, no matter how nutrient-poor they are.	20		world knowledge		roberta-base	LogProb	-26.242476394720143
Artificial ingredients should be abandoned, no matter how harmless they are.	21		world knowledge		roberta-base	LogProb	-50.341091183101526
Possible conversation topics can be brought up, no matter how unemotional they are.	22		world knowledge		roberta-base	LogProb	-33.6393344468961
Anonymous tips should be acted on, no matter how vague they are.	23		world knowledge		roberta-base	LogProb	-25.923847488709725
Computer games can be banned, no matter how harmless they are.	24		world knowledge		roberta-base	LogProb	-36.06993638664426
Physics theories can be developed, no matter how implausible they are.	25		world knowledge		roberta-base	LogProb	-29.201900983905944
Amateur plays can be attended, no matter how unoriginal they are.	26		world knowledge		roberta-base	LogProb	-56.881730124296155
Financial aid packages should be issued, no matter how small they are.	27		world knowledge		roberta-base	LogProb	-21.95164233230753
Social security payments should be cashed, no matter how small they are.	28		world knowledge		roberta-base	LogProb	-28.911201043403707
Wordings can be understood, no matter how imprecise they are.	29		world knowledge		roberta-base	LogProb	-38.145844557875535
Pleas for clemency should be considered, no matter how unreasonable they are.	30		world knowledge		roberta-base	LogProb	-44.76335369006847
Muscle spasms should be treated, no matter how painless they are.	31		world knowledge		roberta-base	LogProb	-20.485536249019788
Returns on investment can be managed, no matter how unprofitable they are.	32		world knowledge		roberta-base	LogProb	-34.876510604211944
No head injury is too trivial to be ignored.	1	de-implsb-qneg	No..too..ignored	implausible	gpt2	ppl	51.48155212402344
No plan is too unrealistic to be rejected.	2	de-implsb-qneg	No..too..ignored	implausible	gpt2	ppl	112.59821319580078
No mistake is too insignificant to be overlooked.	3	de-implsb-qneg	No..too..ignored	implausible	gpt2	ppl	192.77784729003906
No TV show is too unsuccessful to be discontinued.	4	de-implsb-qneg	No..too..ignored	implausible	gpt2	ppl	175.10435485839844
No applicant is too inexperienced to be rejected.	5	de-implsb-qneg	No..too..ignored	implausible	gpt2	ppl	116.0697021484375
No position under siege is too insignificant to be abandoned.	6	de-implsb-qneg	No..too..ignored	implausible	gpt2	ppl	185.40248107910156
No decision is too unclear to be postponed.	7	de-implsb-qneg	No..too..ignored	implausible	gpt2	ppl	226.68601989746094
No teenager is too rebellious to be marginalized.	8	de-implsb-qneg	No..too..ignored	implausible	gpt2	ppl	191.8226318359375
No heirloom is too worthless to be thrown out.	9	de-implsb-qneg	No..too..ignored	implausible	gpt2	ppl	86.61453247070312
No objection is too negligible to be ignored.	10	de-implsb-qneg	No..too..ignored	implausible	gpt2	ppl	124.32671356201172
No law is too ambiguous to be misinterpreted.	11	de-implsb-qneg	No..too..ignored	implausible	gpt2	ppl	49.89002227783203
No detail is too unimportant to be left out.	12	de-implsb-qneg	No..too..ignored	implausible	gpt2	ppl	32.29123306274414
No problem is too insignificant to be concealed.	13	de-implsb-qneg	No..too..ignored	implausible	gpt2	ppl	255.40391540527344
No chapter is too nonessential to be skipped.	14	de-implsb-qneg	No..too..ignored	implausible	gpt2	ppl	256.4001770019531
No memory is too fuzzy to be forgotten.	15	de-implsb-qneg	No..too..ignored	implausible	gpt2	ppl	188.2961883544922
No article is too mediocre to go unpublished.	16	de-implsb-qneg	No..too..ignored	implausible	gpt2	ppl	236.11581420898438
No fee is too unprofitable to be waived.	17	de-implsb-qneg	No..too..ignored	implausible	gpt2	ppl	106.42118835449219
No lecture is too boring to be skipped.	18	de-implsb-qneg	No..too..ignored	implausible	gpt2	ppl	89.73052215576172
No exam is too useless to be canceled.	19	de-implsb-qneg	No..too..ignored	implausible	gpt2	ppl	189.28970336914062
No potential habitat is too nutrient-poor to be uninhabited.	20	de-implsb-qneg	No..too..ignored	implausible	gpt2	ppl	70.7447509765625
No artificial ingredient is too harmless to be abandoned.	21	de-implsb-qneg	No..too..ignored	implausible	gpt2	ppl	304.07879638671875
No possible conversation topic is too unemotional to be left out.	22	de-implsb-qneg	No..too..ignored	implausible	gpt2	ppl	109.32622528076172
No anonymous tip is too vague to be neglected.	23	de-implsb-qneg	No..too..ignored	implausible	gpt2	ppl	273.6513671875
No computer game is too harmless to be released.	24	de-implsb-qneg	No..too..ignored	implausible	gpt2	ppl	93.80096435546875
No physics theory is too implausible to be dismissed.	25	de-implsb-qneg	No..too..ignored	implausible	gpt2	ppl	80.96431732177734
No amateur play is too unoriginal to be missed.	26	de-implsb-qneg	No..too..ignored	implausible	gpt2	ppl	117.0546875
No financial aid package is too small to be cut.	27	de-implsb-qneg	No..too..ignored	implausible	gpt2	ppl	72.27625274658203
No social security payment is too small to be missed.	28	de-implsb-qneg	No..too..ignored	implausible	gpt2	ppl	68.70722198486328
No wording is too imprecise to be misunderstood.	29	de-implsb-qneg	No..too..ignored	implausible	gpt2	ppl	79.18405151367188
No plea for clemency is too unreasonable to be rejected.	30	de-implsb-qneg	No..too..ignored	implausible	gpt2	ppl	52.487396240234375
No muscle spasm is too painless to be overlooked.	31	de-implsb-qneg	No..too..ignored	implausible	gpt2	ppl	88.2965316772461
No return on investments is too unprofitable to be disregarded.	32	de-implsb-qneg	No..too..ignored	implausible	gpt2	ppl	73.76158142089844
No head injury is too trivial to not be ignored.	1	de-plsb-qneg	No..too..not..ignored	plausible	gpt2	ppl	77.40956115722656
No plan is too unrealistic to not be rejected.	2	de-plsb-qneg	No..too..not..ignored	plausible	gpt2	ppl	108.68628692626953
No mistake is too insignificant to not be overlooked.	3	de-plsb-qneg	No..too..not..ignored	plausible	gpt2	ppl	283.8019714355469
No TV show is too unsuccessful to not be discontinued.	4	de-plsb-qneg	No..too..not..ignored	plausible	gpt2	ppl	185.837158203125
No applicant is too inexperienced to not be rejected.	5	de-plsb-qneg	No..too..not..ignored	plausible	gpt2	ppl	162.39187622070312
No position under siege is too insignificant to not be abandoned.	6	de-plsb-qneg	No..too..not..ignored	plausible	gpt2	ppl	209.64752197265625
No decision is too unclear to not be postponed.	7	de-plsb-qneg	No..too..not..ignored	plausible	gpt2	ppl	232.8202667236328
No teenager is too rebellious to not be marginalized.	8	de-plsb-qneg	No..too..not..ignored	plausible	gpt2	ppl	216.11891174316406
No heirloom is too worthless to not be thrown out.	9	de-plsb-qneg	No..too..not..ignored	plausible	gpt2	ppl	102.23754119873047
No objection is too negligible to not be ignored.	10	de-plsb-qneg	No..too..not..ignored	plausible	gpt2	ppl	176.31033325195312
No law is too ambiguous to not be misinterpreted.	11	de-plsb-qneg	No..too..not..ignored	plausible	gpt2	ppl	58.09987258911133
No detail is too unimportant to not be left out.	12	de-plsb-qneg	No..too..not..ignored	plausible	gpt2	ppl	49.07577133178711
No problem is too insignificant to not be concealed.	13	de-plsb-qneg	No..too..not..ignored	plausible	gpt2	ppl	314.6600646972656
No chapter is too nonessential to not be skipped.	14	de-plsb-qneg	No..too..not..ignored	plausible	gpt2	ppl	281.5962829589844
No memory is too fuzzy to not be forgotten.	15	de-plsb-qneg	No..too..not..ignored	plausible	gpt2	ppl	189.57057189941406
No article is too mediocre to not go unpublished.	16	de-plsb-qneg	No..too..not..ignored	plausible	gpt2	ppl	279.4194030761719
No fee is too unprofitable to not be waived.	17	de-plsb-qneg	No..too..not..ignored	plausible	gpt2	ppl	113.56304931640625
No lecture is too boring to not be skipped.	18	de-plsb-qneg	No..too..not..ignored	plausible	gpt2	ppl	116.12338256835938
No exam is too useless to not be canceled.	19	de-plsb-qneg	No..too..not..ignored	plausible	gpt2	ppl	202.6935577392578
No potential habitat is too nutrient-poor to not be uninhabited.	20	de-plsb-qneg	No..too..not..ignored	plausible	gpt2	ppl	92.4967041015625
No artificial ingredient is too harmless to not be abandoned.	21	de-plsb-qneg	No..too..not..ignored	plausible	gpt2	ppl	339.9776306152344
No possible conversation topic is too unemotional to not be left out.	22	de-plsb-qneg	No..too..not..ignored	plausible	gpt2	ppl	123.52423858642578
No anonymous tip is too vague to not be neglected.	23	de-plsb-qneg	No..too..not..ignored	plausible	gpt2	ppl	286.94244384765625
No computer game is too harmless to not be released.	24	de-plsb-qneg	No..too..not..ignored	plausible	gpt2	ppl	92.67535400390625
No physics theory is too implausible to not be dismissed.	25	de-plsb-qneg	No..too..not..ignored	plausible	gpt2	ppl	98.27119445800781
No amateur play is too unoriginal to not be missed.	26	de-plsb-qneg	No..too..not..ignored	plausible	gpt2	ppl	133.4657745361328
No financial aid package is too small to not be cut.	27	de-plsb-qneg	No..too..not..ignored	plausible	gpt2	ppl	77.9301986694336
No social security payment is too small to not be missed.	28	de-plsb-qneg	No..too..not..ignored	plausible	gpt2	ppl	72.0011978149414
No wording is too imprecise to not be misunderstood.	29	de-plsb-qneg	No..too..not..ignored	plausible	gpt2	ppl	76.52178955078125
No plea for clemency is too unreasonable to not be rejected.	30	de-plsb-qneg	No..too..not..ignored	plausible	gpt2	ppl	62.7639274597168
No muscle spasm is too painless to not be overlooked.	31	de-plsb-qneg	No..too..not..ignored	plausible	gpt2	ppl	112.16944885253906
No return on investments is too unprofitable to not be disregarded.	32	de-plsb-qneg	No..too..not..ignored	plausible	gpt2	ppl	81.58799743652344
No head injury is too trivial to not be treated.	1	in-implsb-qneg	No..too..not..treated	implausible	gpt2	ppl	67.61830139160156
No plan is too unrealistic to not be made.	2	in-implsb-qneg	No..too..not..treated	implausible	gpt2	ppl	96.43423461914062
No mistake is too insignificant to not be corrected.	3	in-implsb-qneg	No..too..not..treated	implausible	gpt2	ppl	369.67071533203125
No TV show is too unsuccessful to not be continued.	4	in-implsb-qneg	No..too..not..treated	implausible	gpt2	ppl	168.3817138671875
No applicant is too inexperienced to not be accepted.	5	in-implsb-qneg	No..too..not..treated	implausible	gpt2	ppl	116.80966186523438
No position under siege is too insignificant to not be defended.	6	in-implsb-qneg	No..too..not..treated	implausible	gpt2	ppl	166.29017639160156
No decision is too unclear to not be executed.	7	in-implsb-qneg	No..too..not..treated	implausible	gpt2	ppl	242.2189483642578
No teenager is too rebellious to not be accepted.	8	in-implsb-qneg	No..too..not..treated	implausible	gpt2	ppl	142.7104949951172
No heirloom is too worthless to not be inherited.	9	in-implsb-qneg	No..too..not..treated	implausible	gpt2	ppl	134.2913818359375
No objection is too negligible to not be noticed.	10	in-implsb-qneg	No..too..not..treated	implausible	gpt2	ppl	174.88792419433594
No law is too ambiguous to not be interpreted correctly.	11	in-implsb-qneg	No..too..not..treated	implausible	gpt2	ppl	63.246299743652344
No detail is too unimportant to not be dealt with.	12	in-implsb-qneg	No..too..not..treated	implausible	gpt2	ppl	49.18372344970703
No problem is too insignificant to not be uncovered.	13	in-implsb-qneg	No..too..not..treated	implausible	gpt2	ppl	342.455810546875
No chapter is too nonessential to not be read.	14	in-implsb-qneg	No..too..not..treated	implausible	gpt2	ppl	184.04896545410156
No memory is too fuzzy to not be remembered.	15	in-implsb-qneg	No..too..not..treated	implausible	gpt2	ppl	146.53884887695312
No article is too mediocre to not be published.	16	in-implsb-qneg	No..too..not..treated	implausible	gpt2	ppl	70.20370483398438
No fee is too unprofitable to not be charged.	17	in-implsb-qneg	No..too..not..treated	implausible	gpt2	ppl	87.26094818115234
No lecture is too boring to not be attended.	18	in-implsb-qneg	No..too..not..treated	implausible	gpt2	ppl	96.3327407836914
No exam is too useless to not be administered.	19	in-implsb-qneg	No..too..not..treated	implausible	gpt2	ppl	146.20455932617188
