item	repeatability	subject	subject number	sent	model	measure	rating
1	nonrepeatable	pronoun	control	Many students have escaped from Russia more than I have.	gpt2	final	0.8575353622436523
1	repeatable	np	singular	More students have been to Russia than the teacher has.	gpt2	final	4.848310470581055
1	repeatable	np	plural	More students have been to Russia than the teachers have.	gpt2	final	4.4905104637146
1	repeatable	np	control	More students have been to Russia than teachers have.	gpt2	final	2.0368049144744873
1	nonrepeatable	np	singular	More students have escaped from Russia than the teacher has.	gpt2	final	4.405328750610352
1	nonrepeatable	np	plural	More students have escaped from Russia than the teachers have.	gpt2	final	3.739086389541626
1	nonrepeatable	np	control	More students have escaped from Russia than teachers have.	gpt2	final	1.5459903478622437
2	repeatable	pronoun	singular	More teenagers have used Tiktok than I have.	gpt2	final	2.4745442867279053
2	repeatable	pronoun	plural	More teenagers have used Tiktok than we have.	gpt2	final	2.4127118587493896
2	repeatable	pronoun	control	Many teenagers have used Tiktok more than I have.	gpt2	final	1.8500505685806274
2	nonrepeatable	pronoun	singular	More teenagers have installed Tiktok than I have.	gpt2	final	2.370267629623413
2	nonrepeatable	pronoun	plural	More teenagers have installed Tiktok than we have.	gpt2	final	2.0322444438934326
2	nonrepeatable	pronoun	control	Many teenagers have installed Tiktok more than I have.	gpt2	final	1.8480173349380493
2	repeatable	np	singular	More teenagers have used Tiktok than the adult has.	gpt2	final	13.449972152709961
2	repeatable	np	plural	More teenagers have used Tiktok than the adults have.	gpt2	final	4.869383811950684
2	repeatable	np	control	More teenagers have used Tiktok than adults have.	gpt2	final	4.657246112823486
2	nonrepeatable	np	singular	More teenagers have installed Tiktok than the adult has.	gpt2	final	12.464978218078613
2	nonrepeatable	np	plural	More teenagers have installed Tiktok than the adults have.	gpt2	final	4.515041351318359
2	nonrepeatable	np	control	More teenagers have installed Tiktok than adults have.	gpt2	final	4.224732398986816
3	repeatable	pronoun	singular	More engineers have traveled to San Francisco than I have.	gpt2	final	1.3297678232192993
3	repeatable	pronoun	plural	More engineers have traveled to San Francisco than we have.	gpt2	final	1.3211116790771484
3	repeatable	pronoun	control	Many engineers have traveled to San Francisco more than I have.	gpt2	final	1.2742068767547607
3	nonrepeatable	pronoun	singular	More engineers have been laid off in San Francisco than I have.	gpt2	final	1.7991909980773926
3	nonrepeatable	pronoun	plural	More engineers have been laid off in San Francisco than we have.	gpt2	final	1.5851056575775146
3	nonrepeatable	pronoun	control	Many engineers have been laid off in San Francisco more than I have.	gpt2	final	1.7291696071624756
3	repeatable	np	singular	More engineers have traveled to San Francisco than the accountant has.	gpt2	final	4.871974468231201
3	repeatable	np	plural	More engineers have traveled to San Francisco than the accountants have.	gpt2	final	4.84704065322876
3	repeatable	np	control	More engineers have traveled to San Francisco than accountants have.	gpt2	final	2.6618828773498535
3	nonrepeatable	np	singular	More engineers have been laid off in San Francisco than the accountant has.	gpt2	final	4.948510646820068
3	nonrepeatable	np	plural	More engineers have been laid off in San Francisco than the accountants have.	gpt2	final	4.231941223144531
3	nonrepeatable	np	control	More engineers have been laid off in San Francisco than accountants have.	gpt2	final	2.3303701877593994
4	repeatable	pronoun	singular	More financial analysts have read the Harvard Business Review than I have.	gpt2	final	1.4147008657455444
4	repeatable	pronoun	plural	More financial analysts have read the Harvard Business Review than we have.	gpt2	final	1.480254888534546
4	repeatable	pronoun	control	Many financial analysts have read the Harvard Business Review more than I have.	gpt2	final	1.1533912420272827
4	nonrepeatable	pronoun	singular	More financial analysts have subscribed to the Harvard Business Review than I have.	gpt2	final	1.6706827878952026
4	nonrepeatable	pronoun	plural	More financial analysts have subscribed to the Harvard Business Review than we have.	gpt2	final	1.4650806188583374
4	nonrepeatable	pronoun	control	Many financial analysts have subscribed to the Harvard Business Review more than I have.	gpt2	final	1.7107080221176147
4	repeatable	np	singular	More financial analysts have read the Harvard Business Review than the student has.	gpt2	final	9.510464668273926
4	repeatable	np	plural	More financial analysts have read the Harvard Business Review than the students have.	gpt2	final	6.35053014755249
4	repeatable	np	control	More financial analysts have read the Harvard Business Review than students have.	gpt2	final	4.707961559295654
4	nonrepeatable	np	singular	More financial analysts have subscribed to the Harvard Business Review than the student has.	gpt2	final	11.657739639282227
4	nonrepeatable	np	plural	More financial analysts have subscribed to the Harvard Business Review than the students have.	gpt2	final	6.879334449768066
4	nonrepeatable	np	control	More financial analysts have subscribed to the Harvard Business Review than students have.	gpt2	final	4.986785411834717
5	repeatable	pronoun	singular	More lawyers have vacationed in Florida than I have.	gpt2	final	1.5485527515411377
5	repeatable	pronoun	plural	More lawyers have vacationed in Florida than we have.	gpt2	final	1.3989275693893433
5	repeatable	pronoun	control	Many lawyers have vacationed in Florida more than I have.	gpt2	final	1.4857800006866455
5	nonrepeatable	pronoun	singular	More lawyers have retired to Florida than I have.	gpt2	final	1.570424199104309
5	nonrepeatable	pronoun	plural	More lawyers have retired to Florida than we have.	gpt2	final	1.454516053199768
5	nonrepeatable	pronoun	control	Many lawyers have retired to Florida more than I have.	gpt2	final	1.593812108039856
5	repeatable	np	singular	More lawyers have vacationed in Florida than the clerk has.	gpt2	final	4.943977355957031
5	repeatable	np	plural	More lawyers have vacationed in Florida than the clerks have.	gpt2	final	5.037646293640137
5	repeatable	np	control	More lawyers have vacationed in Florida than clerks have.	gpt2	final	3.6440412998199463
5	nonrepeatable	np	singular	More lawyers have retired to Florida than the clerk has.	gpt2	final	5.321132183074951
5	nonrepeatable	np	plural	More lawyers have retired to Florida than the clerks have.	gpt2	final	5.242076396942139
5	nonrepeatable	np	control	More lawyers have retired to Florida than clerks have.	gpt2	final	3.3081917762756348
6	repeatable	pronoun	singular	More economists have talked about the recession in 2022 than I have.	gpt2	final	1.8154348134994507
6	repeatable	pronoun	plural	More economists have talked about the recession in 2022 than we have.	gpt2	final	1.7287044525146484
6	repeatable	pronoun	control	Many economists have talked about the recession in 2022 more than I have.	gpt2	final	1.6255487203598022
6	nonrepeatable	pronoun	singular	More economists have predicted the recession in 2022 than I have.	gpt2	final	2.3717758655548096
6	nonrepeatable	pronoun	plural	More economists have predicted the recession in 2022 than we have.	gpt2	final	2.1356894969940186
6	nonrepeatable	pronoun	control	Many economists have predicted the recession in 2022 more than I have.	gpt2	final	2.729233503341675
6	repeatable	np	singular	More economists have talked about the recession in 2022 than the politician has.	gpt2	final	4.540514945983887
6	repeatable	np	plural	More economists have talked about the recession in 2022 than the politians have.	gpt2	final	2.8985047340393066
6	repeatable	np	control	More economists have talked about the recession in 2022 than politians have.	gpt2	final	1.5729790925979614
6	nonrepeatable	np	singular	More economists have predicted the recession in 2022 than the politician has.	gpt2	final	4.705918788909912
6	nonrepeatable	np	plural	More economists have predicted the recession in 2022 than the politians have.	gpt2	final	3.514249563217163
6	nonrepeatable	np	control	More economists have predicted the recession in 2022 than politians have.	gpt2	final	2.1099977493286133
7	repeatable	pronoun	singular	More diplomats have visited Washington DC than I have.	gpt2	final	0.940527617931366
7	repeatable	pronoun	plural	More diplomats have visited Washington DC than we have.	gpt2	final	0.8909081220626831
7	repeatable	pronoun	control	Many diplomats have visited Washington DC more than I have.	gpt2	final	0.921891987323761
7	nonrepeatable	pronoun	singular	More diplomats have arrived in Washington DC than I have.	gpt2	final	1.568674087524414
7	nonrepeatable	pronoun	plural	More diplomats have arrived in Washington DC than we have.	gpt2	final	1.6365580558776855
7	nonrepeatable	pronoun	control	Many diplomats have arrived in Washington DC more than I have.	gpt2	final	1.1186541318893433
7	repeatable	np	singular	More diplomats have visited Washington DC than the governor has.	gpt2	final	3.70880126953125
7	repeatable	np	plural	More diplomats have visited Washington DC than the governors have.	gpt2	final	6.273488998413086
7	repeatable	np	control	More diplomats have visited Washington DC than governors have.	gpt2	final	3.868579149246216
7	nonrepeatable	np	singular	More diplomats have arrived in Washington DC than the governor has.	gpt2	final	3.694509744644165
7	nonrepeatable	np	plural	More diplomats have arrived in Washington DC than the governors have.	gpt2	final	5.170004844665527
7	nonrepeatable	np	control	More diplomats have arrived in Washington DC than governors have.	gpt2	final	3.4307029247283936
8	repeatable	pronoun	singular	More employees have supported the union than I have.	gpt2	final	1.6632070541381836
8	repeatable	pronoun	plural	More employees have supported the union than we have.	gpt2	final	1.4533733129501343
8	repeatable	pronoun	control	Many employees have supported the union more than I have.	gpt2	final	1.2303335666656494
8	nonrepeatable	pronoun	singular	More employees have joined the union than I have.	gpt2	final	1.7725393772125244
8	nonrepeatable	pronoun	plural	More employees have joined the union than we have.	gpt2	final	1.7199238538742065
8	nonrepeatable	pronoun	control	Many employees have joined the union more than I have.	gpt2	final	1.3264261484146118
8	repeatable	np	singular	More employees have supported the union than the manager has.	gpt2	final	4.979304313659668
8	repeatable	np	plural	More employees have supported the union than the managers have.	gpt2	final	5.040143013000488
8	repeatable	np	control	More employees have supported the union than managers have.	gpt2	final	3.6651551723480225
8	nonrepeatable	np	singular	More employees have joined the union than the manager has.	gpt2	final	4.6161208152771
8	nonrepeatable	np	plural	More employees have joined the union than the managers have.	gpt2	final	4.884117603302002
8	nonrepeatable	np	control	More employees have joined the union than managers have.	gpt2	final	3.4915525913238525
9	repeatable	pronoun	singular	More customers have thought about Black Friday shopping season in 2022 than I have.	gpt2	final	2.7143635749816895
9	repeatable	pronoun	plural	More customers have thought about Black Friday shopping season in 2022 than we have.	gpt2	final	2.79087495803833
9	repeatable	pronoun	control	Many customers have thought about Black Friday shopping season in 2022 more than I have.	gpt2	final	2.6472110748291016
9	nonrepeatable	pronoun	singular	More customers have forgot Black Friday shopping season in 2022 than I have.	gpt2	final	3.7338905334472656
9	nonrepeatable	pronoun	plural	More customers have forgot Black Friday shopping season in 2022 than we have.	gpt2	final	3.844818592071533
9	nonrepeatable	pronoun	control	Many customers have forgot Black Friday shopping season in 2022 more than I have.	gpt2	final	2.8732471466064453
9	repeatable	np	singular	More customers have thought about Black Friday shopping season in 2022 than the store has.	gpt2	final	3.6829099655151367
9	repeatable	np	plural	More customers have thought about Black Friday shopping season in 2022 than the stores have.	gpt2	final	3.7143540382385254
9	repeatable	np	control	More customers have thought about Black Friday shopping season in 2022 than stores have.	gpt2	final	2.0410044193267822
9	nonrepeatable	np	singular	More customers have forgot Black Friday shopping season in 2022 than the store has.	gpt2	final	3.920621633529663
9	nonrepeatable	np	plural	More customers have forgot Black Friday shopping season in 2022 than the stores have.	gpt2	final	3.9721598625183105
9	nonrepeatable	np	control	More customers have forgot Black Friday shopping season in 2022 than stores have.	gpt2	final	3.142463445663452
10	repeatable	pronoun	singular	More Democrats have criticized Fox News than I have.	gpt2	final	1.9581294059753418
10	repeatable	pronoun	plural	More Democrats have criticized Fox News than we have.	gpt2	final	1.57914137840271
10	repeatable	pronoun	control	Many Democrats have criticized Fox News more than I have.	gpt2	final	1.6517367362976074
10	nonrepeatable	pronoun	singular	More Democrats have unsubscribed from Fox News than I have.	gpt2	final	1.141351342201233
10	nonrepeatable	pronoun	plural	More Democrats have unsubscribed from Fox News than we have.	gpt2	final	0.8575273156166077
10	nonrepeatable	pronoun	control	Many Democrats have unsubscribed from Fox News more than I have.	gpt2	final	1.2845642566680908
10	repeatable	np	singular	More Democrats have criticized Fox News than the Republican has.	gpt2	final	11.117210388183594
10	repeatable	np	plural	More Democrats have criticized Fox News than the Republicans have.	gpt2	final	5.550495624542236
10	repeatable	np	control	More Democrats have criticized Fox News than Republicans have.	gpt2	final	4.809988021850586
10	nonrepeatable	np	singular	More Democrats have unsubscribed from Fox News than the Republican has.	gpt2	final	8.596419334411621
10	nonrepeatable	np	plural	More Democrats have unsubscribed from Fox News than the Republicans have.	gpt2	final	2.3752548694610596
10	nonrepeatable	np	control	More Democrats have unsubscribed from Fox News than Republicans have.	gpt2	final	1.7179445028305054
11	repeatable	pronoun	singular	More middle school students have enjoyed the Harry Potter series than I have.	gpt2	final	2.382215738296509
11	repeatable	pronoun	plural	More middle school students have enjoyed the Harry Potter series than we have.	gpt2	final	2.00537371635437
11	repeatable	pronoun	control	Many middle school students have enjoyed the Harry Potter series more than I have.	gpt2	final	2.215724468231201
11	nonrepeatable	pronoun	singular	More middle school students have started the Harry Potter series than I have.	gpt2	final	2.80783748626709
11	nonrepeatable	pronoun	plural	More middle school students have started the Harry Potter series than we have.	gpt2	final	2.530721664428711
11	nonrepeatable	pronoun	control	Many middle school students have started the Harry Potter series more than I have.	gpt2	final	2.392195224761963
11	repeatable	np	singular	More middle school students have enjoyed the Harry Potter series than the high school student has.	gpt2	final	6.599151611328125
11	repeatable	np	plural	More middle school students have enjoyed the Harry Potter series than the high school students have.	gpt2	final	5.297381401062012
11	repeatable	np	control	More middle school students have enjoyed the Harry Potter series than high school students have.	gpt2	final	2.6825098991394043
11	nonrepeatable	np	singular	More middle school students have started the Harry Potter series than the high school student has.	gpt2	final	5.944582939147949
11	nonrepeatable	np	plural	More middle school students have started the Harry Potter series than the high school students have.	gpt2	final	4.425498962402344
11	nonrepeatable	np	control	More middle school students have started the Harry Potter series than high school students have.	gpt2	final	2.162869691848755
12	repeatable	pronoun	singular	More residents of Massachusetts have gone skiing than I have.	gpt2	final	1.7951115369796753
12	repeatable	pronoun	plural	More residents of Massachusetts have gone skiing than we have.	gpt2	final	1.3100402355194092
12	repeatable	pronoun	control	Many residents of Massachusetts have gone skiing more than I have.	gpt2	final	1.4029520750045776
12	nonrepeatable	pronoun	singular	More residents of Massachusetts have stopped skiing than I have.	gpt2	final	2.1766271591186523
12	nonrepeatable	pronoun	plural	More residents of Massachusetts have stopped skiing than we have.	gpt2	final	1.8301455974578857
12	nonrepeatable	pronoun	control	Many residents of Massachusetts have stopped skiing more than I have.	gpt2	final	1.7871516942977905
12	repeatable	np	singular	More residents of Massachusetts have gone skiing than the resident of Maine has.	gpt2	final	5.98466682434082
12	repeatable	np	plural	More residents of Massachusetts have gone skiing than the residents of Maine have.	gpt2	final	5.317998886108398
12	repeatable	np	control	More residents of Massachusetts have gone skiing than residents of Maine have.	gpt2	final	6.193396091461182
12	nonrepeatable	np	singular	More residents of Massachusetts have stopped skiing than the resident of Maine has.	gpt2	final	5.509629249572754
12	nonrepeatable	np	plural	More residents of Massachusetts have stopped skiing than the residents of Maine have.	gpt2	final	4.748848915100098
12	nonrepeatable	np	control	More residents of Massachusetts have stopped skiing than residents of Maine have.	gpt2	final	4.887450218200684
13	repeatable	pronoun	singular	More doctors have hoped for the end of the COVID pandemic than I have.	gpt2	final	2.913435697555542
13	repeatable	pronoun	plural	More doctors have hoped for the end of the COVID pandemic than we have.	gpt2	final	2.0271987915039062
13	repeatable	pronoun	control	Many doctors have hoped for the end of the COVID pandemic more than I have.	gpt2	final	2.1932570934295654
13	nonrepeatable	pronoun	singular	More doctors have forecast the end of the COVID pandemic than I have.	gpt2	final	2.4954113960266113
13	nonrepeatable	pronoun	plural	More doctors have forecast the end of the COVID pandemic than we have.	gpt2	final	2.1690709590911865
13	nonrepeatable	pronoun	control	Many doctors have forecast the end of the COVID pandemic more than I have.	gpt2	final	2.275435447692871
13	repeatable	np	singular	More doctors have hoped for the end of the COVID pandemic than the parent has.	gpt2	final	10.585799217224121
13	repeatable	np	plural	More doctors have hoped for the end of the COVID pandemic than the parents have.	gpt2	final	5.366597652435303
13	repeatable	np	control	More doctors have hoped for the end of the COVID pandemic than parents have.	gpt2	final	3.4690661430358887
13	nonrepeatable	np	singular	More doctors have forecast the end of the COVID pandemic than the parent has.	gpt2	final	9.606096267700195
13	nonrepeatable	np	plural	More doctors have forecast the end of the COVID pandemic than the parents have.	gpt2	final	4.7546563148498535
13	nonrepeatable	np	control	More doctors have forecast the end of the COVID pandemic than parents have.	gpt2	final	2.7634458541870117
14	repeatable	pronoun	singular	More Americans have enjoyed high school than I have.	gpt2	final	2.080580234527588
14	repeatable	pronoun	plural	More Americans have enjoyed high school than we have.	gpt2	final	1.709263801574707
14	repeatable	pronoun	control	Many Americans have enjoyed high school more than I have.	gpt2	final	1.5625356435775757
14	nonrepeatable	pronoun	singular	More Americans have finished high school than I have.	gpt2	final	2.1393392086029053
14	nonrepeatable	pronoun	plural	More Americans have finished high school than we have.	gpt2	final	2.078953981399536
14	nonrepeatable	pronoun	control	Many Americans have finished high school more than I have.	gpt2	final	1.4028420448303223
14	repeatable	np	singular	More Americans have enjoyed high school than the Canadian has.	gpt2	final	15.166524887084961
14	repeatable	np	plural	More Americans have enjoyed high school than the Canadians have.	gpt2	final	4.709253787994385
14	repeatable	np	control	More Americans have enjoyed high school than Canadians have.	gpt2	final	3.1685690879821777
14	nonrepeatable	np	singular	More Americans have finished high school than the Canadian has.	gpt2	final	13.485906600952148
14	nonrepeatable	np	plural	More Americans have finished high school than the Canadians have.	gpt2	final	4.515588760375977
14	nonrepeatable	np	control	More Americans have finished high school than Canadians have.	gpt2	final	3.029049873352051
15	repeatable	pronoun	singular	More adults have studied for their driver's license exam than I have.	gpt2	final	2.611422061920166
15	repeatable	pronoun	plural	More adults have studied for their driver's license exam than we have.	gpt2	final	2.8872365951538086
15	repeatable	pronoun	control	Many adults have studied for their driver's license exam more than I have.	gpt2	final	2.2161800861358643
15	nonrepeatable	pronoun	singular	More adults have passed their driver's license exam than I have.	gpt2	final	2.1672191619873047
15	nonrepeatable	pronoun	plural	More adults have passed their driver's license exam than we have.	gpt2	final	2.2195329666137695
15	nonrepeatable	pronoun	control	Many adults have passed their driver's license exam more than I have.	gpt2	final	1.504677414894104
15	repeatable	np	singular	More adults have studied for their driver's license exam than the senior citizen has.	gpt2	final	6.770688533782959
15	repeatable	np	plural	More adults have studied for their driver's license exam than the senior citizens have.	gpt2	final	6.561975955963135
15	repeatable	np	control	More adults have studied for their driver's license exam than senior citizens have.	gpt2	final	4.381382465362549
15	nonrepeatable	np	singular	More adults have passed their driver's license exam than the senior citizen has.	gpt2	final	5.736695289611816
15	nonrepeatable	np	plural	More adults have passed their driver's license exam than the senior citizens have.	gpt2	final	5.2984089851379395
15	nonrepeatable	np	control	More adults have passed their driver's license exam than senior citizens have.	gpt2	final	3.969512939453125
16	repeatable	pronoun	singular	More inner-city residents have complained about the public transportation system than I have.	gpt2	final	2.78531551361084
16	repeatable	pronoun	plural	More inner-city residents have complained about the public transportation system than we have.	gpt2	final	2.268505573272705
16	repeatable	pronoun	control	Many inner-city residents have complained about the public transportation system more than I have.	gpt2	final	2.2908904552459717
16	nonrepeatable	pronoun	singular	More inner-city residents have given up on the public transportation system than I have.	gpt2	final	2.8031246662139893
16	nonrepeatable	pronoun	plural	More inner-city residents have given up on the public transportation system than we have.	gpt2	final	2.3803176879882812
16	nonrepeatable	pronoun	control	Many inner-city residents have given up on the public transportation system more than I have.	gpt2	final	2.2941203117370605
16	repeatable	np	singular	More inner-city residents have complained about the public transportation system than the suburban resident has.	gpt2	final	6.390952110290527
16	repeatable	np	plural	More inner-city residents have complained about the public transportation system than the suburban residents have.	gpt2	final	4.481956481933594
16	repeatable	np	control	More inner-city residents have complained about the public transportation system than suburban residents have.	gpt2	final	3.664454221725464
16	nonrepeatable	np	singular	More inner-city residents have given up on the public transportation system than the suburban resident has.	gpt2	final	4.572501182556152
16	nonrepeatable	np	plural	More inner-city residents have given up on the public transportation system than the suburban residents have.	gpt2	final	3.9198694229125977
16	nonrepeatable	np	control	More inner-city residents have given up on the public transportation system than suburban residents have.	gpt2	final	3.2958335876464844
17	repeatable	pronoun	singular	More Brazil fans have followed the 2022 World Cup than I have.	gpt2	final	1.7151367664337158
17	repeatable	pronoun	plural	More Brazil fans have followed the 2022 World Cup than we have.	gpt2	final	0.9960829019546509
17	repeatable	pronoun	control	Many Brazil fans have followed the 2022 World Cup more than I have.	gpt2	final	1.633138656616211
17	nonrepeatable	pronoun	singular	More Brazil fans have stopped watching the 2022 World Cup than I have.	gpt2	final	2.3971288204193115
17	nonrepeatable	pronoun	plural	More Brazil fans have stopped watching the 2022 World Cup than we have.	gpt2	final	1.9951260089874268
17	nonrepeatable	pronoun	control	Many Brazil fans have stopped watching the 2022 World Cup more than I have.	gpt2	final	2.1302900314331055
17	repeatable	np	singular	More Brazil fans have followed the 2022 World Cup than the Croatia fan has.	gpt2	final	6.783377647399902
17	repeatable	np	plural	More Brazil fans have followed the 2022 World Cup than the Croatia fans have.	gpt2	final	2.1981236934661865
17	repeatable	np	control	More Brazil fans have followed the 2022 World Cup than Croatia fans have.	gpt2	final	1.197064995765686
17	nonrepeatable	np	singular	More Brazil fans have stopped watching the 2022 World Cup than the Croatia fan has.	gpt2	final	6.739649772644043
17	nonrepeatable	np	plural	More Brazil fans have stopped watching the 2022 World Cup than the Croatia fans have.	gpt2	final	2.8345046043395996
17	nonrepeatable	np	control	More Brazil fans have stopped watching the 2022 World Cup than Croatia fans have.	gpt2	final	1.565585732460022
18	repeatable	pronoun	singular	More California residents have used UPS service than I have.	gpt2	final	3.083451747894287
18	repeatable	pronoun	plural	More California residents have used UPS service than we have.	gpt2	final	2.3234457969665527
18	repeatable	pronoun	control	Many California residents have used UPS service more than I have.	gpt2	final	2.2479944229125977
18	nonrepeatable	pronoun	singular	More California residents have terminated UPS service than I have.	gpt2	final	2.6951258182525635
18	nonrepeatable	pronoun	plural	More California residents have terminated UPS service than we have.	gpt2	final	1.3441821336746216
18	nonrepeatable	pronoun	control	Many California residents have terminated UPS service more than I have.	gpt2	final	2.216052770614624
18	repeatable	np	singular	More California residents have used UPS service than the New York resident has.	gpt2	final	6.092238903045654
18	repeatable	np	plural	More California residents have used UPS service than the New York residents have.	gpt2	final	5.360723972320557
18	repeatable	np	control	More California residents have used UPS service than New York residents have.	gpt2	final	4.8641228675842285
18	nonrepeatable	np	singular	More California residents have terminated UPS service than the New York resident has.	gpt2	final	5.020379066467285
18	nonrepeatable	np	plural	More California residents have terminated UPS service than the New York residents have.	gpt2	final	4.0400309562683105
18	nonrepeatable	np	control	More California residents have terminated UPS service than New York residents have.	gpt2	final	3.3608298301696777
19	repeatable	pronoun	singular	More Americans have toured Antelope Canyon than I have.	gpt2	final	1.249446988105774
19	repeatable	pronoun	plural	More Americans have toured Antelope Canyon than we have.	gpt2	final	1.1778221130371094
19	repeatable	pronoun	control	Many Americans have toured Antelope Canyon more than I have.	gpt2	final	1.0604339838027954
19	nonrepeatable	pronoun	singular	More Americans have reached Antelope Canyon than I have.	gpt2	final	1.5896490812301636
19	nonrepeatable	pronoun	plural	More Americans have reached Antelope Canyon than we have.	gpt2	final	1.4768016338348389
19	nonrepeatable	pronoun	control	Many Americans have reached Antelope Canyon more than I have.	gpt2	final	1.1419448852539062
19	repeatable	np	singular	More Americans have toured Antelope Canyon than the Canadian has.	gpt2	final	11.589539527893066
19	repeatable	np	plural	More Americans have toured Antelope Canyon than the Canadians have.	gpt2	final	2.7615935802459717
19	repeatable	np	control	More Americans have toured Antelope Canyon than Canadians have.	gpt2	final	1.2905489206314087
19	nonrepeatable	np	singular	More Americans have reached Antelope Canyon than the Canadian has.	gpt2	final	13.327342987060547
19	nonrepeatable	np	plural	More Americans have reached Antelope Canyon than the Canadians have.	gpt2	final	3.649616241455078
19	nonrepeatable	np	control	More Americans have reached Antelope Canyon than Canadians have.	gpt2	final	1.9762989282608032
20	repeatable	pronoun	singular	More lawyers have criticized Facebook than I have.	gpt2	final	1.688003659248352
20	repeatable	pronoun	plural	More lawyers have criticized Facebook than we have.	gpt2	final	1.626717448234558
20	repeatable	pronoun	control	Many lawyers have criticized Facebook more than I have.	gpt2	final	1.6081467866897583
20	nonrepeatable	pronoun	singular	More lawyers have lost trust in Facebook than I have.	gpt2	final	1.3951071500778198
20	nonrepeatable	pronoun	plural	More lawyers have lost trust in Facebook than we have.	gpt2	final	1.6067907810211182
20	nonrepeatable	pronoun	control	Many lawyers have lost trust in Facebook more than I have.	gpt2	final	1.1930770874023438
20	repeatable	np	singular	More lawyers have criticized Facebook than the journalist has.	gpt2	final	6.6532464027404785
20	repeatable	np	plural	More lawyers have criticized Facebook than the journalists have.	gpt2	final	5.829270839691162
20	repeatable	np	control	More lawyers have criticized Facebook than journalists have.	gpt2	final	3.3014683723449707
20	nonrepeatable	np	singular	More lawyers have lost trust in Facebook than the journalist has.	gpt2	final	6.474481105804443
20	nonrepeatable	np	plural	More lawyers have lost trust in Facebook than the journalists have.	gpt2	final	5.603726387023926
20	nonrepeatable	np	control	More lawyers have lost trust in Facebook than journalists have.	gpt2	final	2.0005249977111816
21	repeatable	pronoun	singular	More novelists have loved alcohol than I have.	gpt2	final	1.8491171598434448
21	repeatable	pronoun	plural	More novelists have loved alcohol than we have.	gpt2	final	1.4207462072372437
21	repeatable	pronoun	control	Many novelists have loved alcohol more than I have.	gpt2	final	2.0924041271209717
21	nonrepeatable	pronoun	singular	More novelists have quit alcohol than I have.	gpt2	final	1.3655601739883423
21	nonrepeatable	pronoun	plural	More novelists have quit alcohol than we have.	gpt2	final	1.2517001628875732
21	nonrepeatable	pronoun	control	Many novelists have quit alcohol more than I have.	gpt2	final	0.9953057169914246
21	repeatable	np	singular	More novelists have loved alcohol than the movie star has.	gpt2	final	4.420222282409668
21	repeatable	np	plural	More novelists have loved alcohol than the movie stars have.	gpt2	final	3.6239633560180664
21	repeatable	np	control	More novelists have loved alcohol than movie stars have.	gpt2	final	2.9931328296661377
21	nonrepeatable	np	singular	More novelists have quit alcohol than the movie star has.	gpt2	final	3.458338975906372
21	nonrepeatable	np	plural	More novelists have quit alcohol than the movie stars have.	gpt2	final	2.5593435764312744
21	nonrepeatable	np	control	More novelists have quit alcohol than movie stars have.	gpt2	final	2.133113384246826
22	repeatable	pronoun	singular	More tourists have visited Universal Studios than I have.	gpt2	final	1.4535545110702515
22	repeatable	pronoun	plural	More tourists have visited Universal Studios than we have.	gpt2	final	1.4057061672210693
22	repeatable	pronoun	control	Many tourists have visited Universal Studios more than I have.	gpt2	final	1.2914856672286987
22	nonrepeatable	pronoun	singular	More tourists have skipped Universal Studios than I have.	gpt2	final	1.9122917652130127
22	nonrepeatable	pronoun	plural	More tourists have skipped Universal Studios than we have.	gpt2	final	1.859871506690979
22	nonrepeatable	pronoun	control	Many tourists have skipped Universal Studios more than I have.	gpt2	final	1.3391770124435425
22	repeatable	np	singular	More tourists have visited Universal Studios than the resident has.	gpt2	final	11.654244422912598
22	repeatable	np	plural	More tourists have visited Universal Studios than the residents have.	gpt2	final	6.094974517822266
22	repeatable	np	control	More tourists have visited Universal Studios than residents have.	gpt2	final	3.325847625732422
22	nonrepeatable	np	singular	More tourists have skipped Universal Studios than the resident has.	gpt2	final	12.343770027160645
22	nonrepeatable	np	plural	More tourists have skipped Universal Studios than the residents have.	gpt2	final	6.500352382659912
22	nonrepeatable	np	control	More tourists have skipped Universal Studios than residents have.	gpt2	final	3.9133145809173584
23	repeatable	pronoun	singular	More musicians have listened to Apple Music than I have.	gpt2	final	1.225860834121704
23	repeatable	pronoun	plural	More musicians have listened to Apple Music than we have.	gpt2	final	1.440179467201233
23	repeatable	pronoun	control	Many musicians have listened to Apple Music more than I have.	gpt2	final	1.4056323766708374
23	nonrepeatable	pronoun	singular	More musicians have signed up for Apple Music than I have.	gpt2	final	1.6760210990905762
23	nonrepeatable	pronoun	plural	More musicians have signed up for Apple Music than we have.	gpt2	final	1.782507300376892
23	nonrepeatable	pronoun	control	Many musicians have signed up for Apple Music more than I have.	gpt2	final	1.814793586730957
23	repeatable	np	singular	More musicians have listened to Apple Music than the amateur has.	gpt2	final	8.044757843017578
23	repeatable	np	plural	More musicians have listened to Apple Music than the amateurs have.	gpt2	final	3.921335458755493
23	repeatable	np	control	More musicians have listened to Apple Music than amateurs have.	gpt2	final	4.064767837524414
23	nonrepeatable	np	singular	More musicians have signed up for Apple Music than the amateur has.	gpt2	final	9.694337844848633
23	nonrepeatable	np	plural	More musicians have signed up for Apple Music than the amateurs have.	gpt2	final	3.5219385623931885
23	nonrepeatable	np	control	More musicians have signed up for Apple Music than amateurs have.	gpt2	final	3.7827436923980713
