expNum	itemNum	condition	sent	model	measure	rating
1	4	Licensor Absent	The professor who the dean remembered from the conference will ever win a teaching award.	roberta-base	LogProb	-78.86311000585556
1	4	Matrix No	No professor who the dean remembered from the conference will ever win a teaching award.	roberta-base	LogProb	-52.35102713201195
1	4	Relative Didn't	The professor who didn't remember the dean from the conference will ever win a teaching award.	roberta-base	LogProb	-78.52547561133906
1	4	Relative No	The professor who no dean remembered from the conference will ever win a teaching award.	roberta-base	LogProb	-72.15155565738678
2	4	Relative Did Not	The professor who did not remember the dean from the conference will ever win a teaching award.	roberta-base	LogProb	-79.71151019539684
3	4	Relative Never	The professor who never remembered the dean from the conference will ever win a teaching award.	roberta-base	LogProb	-75.2052324861288
6	4	Embedded No	The professor who remembered no dean fondly as a mentor will ever win a teaching award.	roberta-base	LogProb	-77.83821930736303
6	4	Embedded Not a Single	The professor who remembered not a single dean fondly as a mentor will ever win a teaching award.	roberta-base	LogProb	-68.22153599560261
6	4	Licensor Absent	The professor who the dean remembered fondly as a mentor will ever win a teaching award.	roberta-base	LogProb	-64.23202211526223
6	4	Matrix No	No professor who the dean remembered fondly as a mentor will ever win a teaching award.	roberta-base	LogProb	-41.83864155301126
6	4	Relative Subject No	The professor who no dean remembered fondly as a mentor will ever win a teaching award.	roberta-base	LogProb	-70.69873441848904
6	4	Relative Subject Not A Single	The professor who not a single dean remembered fondly as a mentor will ever win a teaching award.	roberta-base	LogProb	-72.93871860788204
1	5	Licensor Absent	The soldier who the general invited to the task force will ever earn a combat medal.	roberta-base	LogProb	-71.80495198071003
1	5	Matrix No	No soldier who the general invited to the task force will ever earn a combat medal.	roberta-base	LogProb	-52.814365262165666
1	5	Relative Didn't	The soldier who didn't invite the general to the task force will ever earn a combat medal.	roberta-base	LogProb	-51.325867226911214
1	5	Relative No	The soldier who no general invited to the task force will ever earn a combat medal.	roberta-base	LogProb	-76.00956003367901
2	5	Relative Did Not	The soldier who did not invite the general to task force will ever earn a combat medal.	roberta-base	LogProb	-65.31171382777393
3	5	Relative Never	The soldier who never invited the general to the task force will ever earn a combat medal.	roberta-base	LogProb	-51.2403511069715
6	5	Embedded No	The soldier who invited no general to curry favor will ever earn a combat medal.	roberta-base	LogProb	-67.28431571891997
6	5	Embedded Not a Single	The soldier who invited not a single general to curry favor will ever earn a combat medal.	roberta-base	LogProb	-63.277866124291904
6	5	Licensor Absent	The soldier who the general invited to curry favor will ever earn a combat medal.	roberta-base	LogProb	-70.65783767981338
6	5	Matrix No	No soldier who the general invited to curry favor will ever earn a combat medal.	roberta-base	LogProb	-45.55261387085193
6	5	Relative Subject No	The soldier who no general invited to curry favor will ever earn a combat medal.	roberta-base	LogProb	-74.72020556317875
6	5	Relative Subject Not A Single	The soldier who not a single general invited to curry favor will ever earn a combat medal.	roberta-base	LogProb	-79.64743780740537
1	6	Licensor Absent	The reporter who the candidate invited to the press pool will ever break a major story.	roberta-base	LogProb	-70.97977335005999
1	6	Matrix No	No reporter who the candidate invited to the press pool will ever break a major story.	roberta-base	LogProb	-53.95743906870484
1	6	Relative Didn't	The reporter who didn't invite the candidate to the press pool will ever break a major story.	roberta-base	LogProb	-64.2661877759092
1	6	Relative No	The reporter who no candidate invited to the press pool will ever break a major story.	roberta-base	LogProb	-66.99786356836557
2	6	Relative Did Not	The reporter who did not invite the candidate to the press pool will ever break a major story.	roberta-base	LogProb	-64.27750232815742
3	6	Relative Never	The reporter who never invited the candidate to the press pool will ever break a major story.	roberta-base	LogProb	-58.63173944503069
6	6	Embedded No	The reporter who invited no candidate to the press pool will ever break a major story.	roberta-base	LogProb	-62.141556929796934
6	6	Embedded Not a Single	The report who invited not a single candidate to the press pool will ever break a major story.	roberta-base	LogProb	-83.50739343091846
6	6	Licensor Absent	The reporter who the candidate invited to the press pool will ever break a major story.	roberta-base	LogProb	-70.97977335005999
6	6	Matrix No	No reporter who the candidate invited to the press pool will ever break a major story.	roberta-base	LogProb	-53.95743906870484
6	6	Relative Subject No	The reporter who no candidate invited to the press pool will ever break a major story.	roberta-base	LogProb	-66.99786356836557
6	6	Relative Subject Not A Single	The reporter who not a single candidate invited to the press pool will ever break a major story.	roberta-base	LogProb	-72.44447055459023
1	7	Licensor Absent	The pirate who the admiral recognized from the new poster will ever be arrested for stealing a ship.	roberta-base	LogProb	-78.93199364328757
1	7	Matrix No	No pirate who the admiral recognized from the new poster will ever be arrested for stealing a ship.	roberta-base	LogProb	-55.88726920168847
1	7	Relative Didn't	The pirate who didn't recognize the admiral from the new poster will ever be arrested for stealing a ship.	roberta-base	LogProb	-81.32467452802211
1	7	Relative No	The pirate who no admiral recognized from the new poster will ever be arrested for stealing a ship.	roberta-base	LogProb	-84.76582944998518
2	7	Relative Did Not	The pirate who did not recognize the admiral from the new poster will ever be arrested for stealing a ship.	roberta-base	LogProb	-82.93303862784524
3	7	Relative Never	The pirate who never recognized the admiral from the new poster will ever be arrested for stealing a ship.	roberta-base	LogProb	-82.98917553771753
6	7	Embedded No	The pirate who suspected no admiral of trickery will ever be arrested for stealing a ship.	roberta-base	LogProb	-85.85770786739886
6	7	Embedded Not a Single	The pirate who suspected not a single admiral of trickery will ever be arrested for stealing a ship.	roberta-base	LogProb	-80.22708058729768
6	7	Licensor Absent	The pirate who the admiral suspected of trickery will ever be arrested for stealing a ship.	roberta-base	LogProb	-91.186333543621
6	7	Matrix No	No pirate who the admiral suspected of trickery will ever be arrested for stealing a ship.	roberta-base	LogProb	-69.55740577261895
6	7	Relative Subject No	The pirate who no admiral suspected of trickery will ever be arrested for stealing a ship.	roberta-base	LogProb	-101.80117709189653
6	7	Relative Subject Not A Single	The pirate who not a single admiral suspected of trickery will ever be arrested for stealing a ship.	roberta-base	LogProb	-97.66885097883642
1	8	Licensor Absent	The thief who the detective recognized from the news report will ever be caught red handed.	roberta-base	LogProb	-55.451388670131564
1	8	Matrix No	No thief who the detective recognized from the news report will ever be caught red handed.	roberta-base	LogProb	-36.95850893948227
1	8	Relative Didn't	The thief who didn't recognize the detective from the news report will ever be caught red handed.	roberta-base	LogProb	-59.70026860254711
1	8	Relative No	The thief who no detective recognized from the news report will ever be caught red handed.	roberta-base	LogProb	-58.89226617477834
2	8	Relative Did Not	The thief who did not recognize the detective from the news report will ever be caught red handed.	roberta-base	LogProb	-57.58434499590658
3	8	Relative Never	The thief who never recognized the detective from the news report will ever be caught red handed.	roberta-base	LogProb	-56.024630945175886
6	8	Embedded No	The thief who suspected no detective for a while will ever be caught red handed.	roberta-base	LogProb	-73.3064960995689
6	8	Embedded Not a Single	The thief who suspected not a single detective for a while will ever be caught red handed.	roberta-base	LogProb	-73.42106114141643
6	8	Licensor Absent	The thief who the detective suspected for a while will ever be caught red handed.	roberta-base	LogProb	-56.218458409421146
6	8	Matrix No	No thief who the detective suspected for a while will ever be caught red handed.	roberta-base	LogProb	-37.99760430608876
6	8	Relative Subject No	The thief who no detective suspected for a while will ever be caught red handed.	roberta-base	LogProb	-56.11608146177605
6	8	Relative Subject Not A Single	The thief who not a single detective suspected for a while will ever be caught red handed.	roberta-base	LogProb	-52.42760592699051
1	9	Licensor Absent	The lawyer who the criminal noticed approach the bench will ever run for governor.	roberta-base	LogProb	-118.49834021813876
1	9	Matrix No	No lawyer who the criminal noticed approach the bench will ever run for governor.	roberta-base	LogProb	-101.09735095967335
1	9	Relative Didn't	The lawyer who didn't notice the criminal approach the bench will ever run for governor.	roberta-base	LogProb	-105.45291212012671
1	9	Relative No	The lawyer who no criminal noticed approach the bench will ever run for governor.	roberta-base	LogProb	-111.84232907838305
2	9	Relative Did Not	The lawyer who did not notice the criminal approach the bench will ever run for governor.	roberta-base	LogProb	-101.63343845427153
3	9	Relative Never	The lawyer who never noticed the criminal approach the bench will ever run for governor.	roberta-base	LogProb	-92.61591730525834
6	9	Embedded No	The lawyer who noticed no criminal approach the bench will ever run for governor.	roberta-base	LogProb	-83.55450749660667
6	9	Embedded Not a Single	The lawyer who noticed not a single criminal approach the bench will ever run for governor.	roberta-base	LogProb	-75.69106198191002
6	9	Licensor Absent	The lawyer who noticed the criminal approach the bench will ever run for governor.	roberta-base	LogProb	-103.83865892988979
6	9	Matrix No	No lawyer who noticed the criminal approach the bench will ever run for governor.	roberta-base	LogProb	-73.06319650631485
6	9	Relative Subject No	The lawyer who no criminal noticed approach the bench will ever run for governor.	roberta-base	LogProb	-111.84232907838305
6	9	Relative Subject Not A Single	The lawyer who not a single criminal noticed approach the bench will ever run for governor.	roberta-base	LogProb	-110.23245211836183
1	10	Licensor Absent	The protester who the policeman noticed walk by will ever support lower taxes.	roberta-base	LogProb	-85.51752919703722
1	10	Matrix No	No protester who the policeman noticed walk by will ever support lower taxes.	roberta-base	LogProb	-65.45811704173684
1	10	Relative Didn't	The protester who didn't notice the policeman walk by will ever support lower taxes.	roberta-base	LogProb	-67.84593013050721
1	10	Relative No	The protester who no policeman noticed walk by will ever support lower taxes.	roberta-base	LogProb	-87.1222815439105
2	10	Relative Did Not	The protester who did not notice the policeman walk by will ever support lower taxes.	roberta-base	LogProb	-66.71725357696414
3	10	Relative Never	The protester who never noticed the policeman walk by will ever support lower taxes.	roberta-base	LogProb	-63.35629675537348
6	10	Embedded No	The protester who noticed no policeman sneak past will ever support lower taxes.	roberta-base	LogProb	-95.91844698786736
6	10	Embedded Not a Single	The protester who noticed not a single policeman sneak past will ever support lower taxes.	roberta-base	LogProb	-80.82068966329098
6	10	Licensor Absent	The protester who the policeman noticed sneak past will ever support lower taxes.	roberta-base	LogProb	-107.58372528851032
6	10	Matrix No	No protester who the policeman noticed sneak past will ever support lower taxes.	roberta-base	LogProb	-80.74668419361115
6	10	Relative Subject No	The protester who no policeman noticed sneak past will ever support lower taxes.	roberta-base	LogProb	-105.61382853984833
6	10	Relative Subject Not A Single	The protester who not a single policeman noticed sneak past will ever support lower taxes.	roberta-base	LogProb	-96.47485907375813
1	11	Licensor Absent	The hostage who the kidnapper realized was brave will ever escape without being spotted.	roberta-base	LogProb	-102.53579375520349
1	11	Matrix No	No hostage who the kidnapper realized was brave will ever escape without being spotted.	roberta-base	LogProb	-71.64233621116728
1	11	Relative Didn't	The hostage who didn't realize the kidnapper was brave will ever escape without being spotted.	roberta-base	LogProb	-88.40052331600782
1	11	Relative No	The hostage who no kidnapper realized was brave will ever escape without being spotted.	roberta-base	LogProb	-104.07696905359626
2	11	Relative Did Not	The hostage who did not realize the kidnapper was brave will ever escape without being spotted.	roberta-base	LogProb	-85.31290098652244
3	11	Relative Never	The hostage who never realized the kidnapper was brave will ever escape without being spotted.	roberta-base	LogProb	-88.52745224349201
6	11	Embedded No	The hostage who realized no kidnapper was brave will ever escape without being spotted.	roberta-base	LogProb	-121.92218539491296
6	11	Embedded Not a Single	The hostage who realized not a single kidnapper was brave will ever escape without being spotted.	roberta-base	LogProb	-109.95644822437316
6	11	Licensor Absent	The hostage who the kidnapper realized was brave will ever escape without being spotted.	roberta-base	LogProb	-102.53579375520349
6	11	Matrix No	No hostage who the kidnapper realized was brave will ever escape without being spotted.	roberta-base	LogProb	-71.64233621116728
6	11	Relative Subject No	The hostage who no kidnapper realized was brave will ever escape without being spotted.	roberta-base	LogProb	-104.07696905359626
6	11	Relative Subject Not A Single	The hostage who not a single kidnapper realized was brave will ever escape without being spotted.	roberta-base	LogProb	-93.63329683989286
1	12	Licensor Absent	The pollster who the politician realized would predict the results will ever be unemployed.	roberta-base	LogProb	-101.22819817066193
1	12	Matrix No	No pollster who the politician realized would predict the results will ever be unemployed.	roberta-base	LogProb	-80.15614309161901
1	12	Relative Didn't	The pollster who didn't realize the politician would predict the results will ever be unemployed.	roberta-base	LogProb	-109.27392263733418
1	12	Relative No	The pollster who no politician realized would predict the results will ever be unemployed	roberta-base	LogProb	-95.38413385301828
2	12	Relative Did Not	The pollster who did not realize the politician would predict the results will ever be unemployed.	roberta-base	LogProb	-104.55550490925089
3	12	Relative Never	The pollster who never realized the politician would predict the results will ever be unemployed.	roberta-base	LogProb	-98.06104586273432
6	12	Embedded No	The pollster who realized no politician would predict the results will ever be unemployed.	roberta-base	LogProb	-97.48169749975204
6	12	Embedded Not a Single	The pollster who realized not a single politician would predict the results will ever be unemployed.	roberta-base	LogProb	-100.35230982676148
6	12	Licensor Absent	The pollster who realized the politician would predict the results will ever be unemployed.	roberta-base	LogProb	-114.4259946346283
6	12	Matrix No	No pollster who realized no politician would predict the results will ever be unemployed.	roberta-base	LogProb	-87.14506581425667
6	12	Relative Subject No	The pollster who no politician realized would predict the results will ever be unemployed.	roberta-base	LogProb	-93.65425224602222
6	12	Relative Subject Not A Single	The pollster who not a single politician realized would predict the results will ever be unemployed.	roberta-base	LogProb	-102.76339249126613
1	13	Licensor Absent	The actor who the director predicted would be famous will ever play a supporting role.	roberta-base	LogProb	-59.766299329698086
1	13	Matrix No	No actor who the director predicted would be famous will ever play a supporting role.	roberta-base	LogProb	-33.799335055053234
1	13	Relative Didn't	The actor who didn't predict the director would be famous will ever play a supporting role.	roberta-base	LogProb	-69.64978907645491
1	13	Relative No	The actor who no director predicted would be famous will ever play a supporting role.	roberta-base	LogProb	-72.2181164175272
2	13	Relative Did Not	The actor who did not predict the director would be famous will ever play a supporting role.	roberta-base	LogProb	-66.42716662585735
3	13	Relative Never	The actor who never predicted the director would be famous will ever play a supporting role.	roberta-base	LogProb	-69.61329735070467
6	13	Embedded No	The actor who predicted no director would be famous will ever play a supporting role.	roberta-base	LogProb	-79.12891197949648
6	13	Embedded Not a Single	The actor who predicted not a single director would be famous will ever play a supporting role.	roberta-base	LogProb	-69.23735509440303
6	13	Licensor Absent	The actor who the director predicted would be famous will ever play a supporting role.	roberta-base	LogProb	-59.766299329698086
6	13	Matrix No	No actor who the director predicted would be famous will ever play a supporting role.	roberta-base	LogProb	-33.799335055053234
6	13	Relative Subject No	The actor who no director predicted would be famous will ever play a supporting role.	roberta-base	LogProb	-72.2181164175272
6	13	Relative Subject Not A Single	The actor who not a single director predicted would be famous will ever play a supporting role.	roberta-base	LogProb	-57.89787967130542
1	14	Licensor Absent	The rancher who the neighbor predicted would have a good harvest will ever be hungry again.	roberta-base	LogProb	-78.48770179785788
1	14	Matrix No	No rancher who the neighbor predicted would have a good harvest will ever be hungry again.	roberta-base	LogProb	-59.286960521538276
1	14	Relative Didn't	The rancher who didn't predict the neighbor would have a good harvest will ever be hungry again.	roberta-base	LogProb	-89.59477903146944
1	14	Relative No	The rancher who no neighbor predicted would have a good harvest will ever be hungry again.	roberta-base	LogProb	-86.12361142318696
2	14	Relative Did Not	The rancher who did not predict the neighbor will wrangle the bull will ever be hungry again.	roberta-base	LogProb	-102.14331015665084
3	14	Relative Never	The rancher who never predicted the neighbor will wrangle the bull will ever be hungry again.	roberta-base	LogProb	-99.23976970650256
6	14	Embedded No	The rancher who predicted no cowboy would wrangle the bull will ever be hungry again.	roberta-base	LogProb	-94.0101529341191
6	14	Embedded Not a Single	The rancher who predicted not a single cowboy would wrangle the bull will ever be hungry again.	roberta-base	LogProb	-85.05131878424436
6	14	Licensor Absent	The rancher who the cowboy predicted would wrangle the bull will ever be hungry again.	roberta-base	LogProb	-87.68046076595783
6	14	Matrix No	No rancher who the cowboy predicted would wrangle the bull will ever be hungry again.	roberta-base	LogProb	-66.06136523850728
6	14	Relative Subject No	The rancher who no cowboy predicted would wrangle the bull will ever be hungry again.	roberta-base	LogProb	-90.21418932080269
6	14	Relative Subject Not A Single	The rancher who not a single cowboy predicted would wrangle the bull will ever be hungry again.	roberta-base	LogProb	-90.2504672287032
1	15	Licensor Absent	The lender who the banker recommended for asset management will ever raise interest rates.	roberta-base	LogProb	-67.4914979711175
1	15	Matrix No	No lender who the banker recommended for asset management will ever raise interest rates.	roberta-base	LogProb	-50.324888959527016
1	15	Relative Didn't	The lender who didn't recommend the banker for asset management will ever raise interest rates.	roberta-base	LogProb	-76.77214520133202
1	15	Relative No	The lender who no banker recommended for asset management will ever raise interest rates.	roberta-base	LogProb	-82.53089629113674
2	15	Relative Did Not	The lender who did not recommend the banker for asset management will ever raise interest rates.	roberta-base	LogProb	-70.8685849942267
3	15	Relative Never	The lender who never recommended the banker for asset management will ever raise interest rates.	roberta-base	LogProb	-64.10739390552044
6	15	Embedded No	The lender who recommended no banker for asset management will ever raise interest rates.	roberta-base	LogProb	-84.2063091956079
6	15	Embedded Not a Single	The lender who recommended not a single banker for asset management will ever raise interest rates.	roberta-base	LogProb	-79.29994875565171
6	15	Licensor Absent	The lender who the banker recommended for asset management will ever raise interest rates.	roberta-base	LogProb	-67.4914979711175
6	15	Matrix No	No lender who the banker recommended for asset management will ever raise interest rates.	roberta-base	LogProb	-50.324888959527016
6	15	Relative Subject No	The lender who no banker recommended for asset management will ever raise interest rates.	roberta-base	LogProb	-82.53089629113674
6	15	Relative Subject Not A Single	The lender who not a single banker recommended for asset management will ever raise interest rates	roberta-base	LogProb	-71.45761349797249
1	16	Licensor Absent	The agent who the tourist asked for travel preference will ever suggest a boring trip.	roberta-base	LogProb	-103.25319132953882
1	16	Matrix No	No agent who the tourist asked for travel preference will ever suggest a boring trip.	roberta-base	LogProb	-97.9754635617137
1	16	Relative Didn't	The agent who didn't ask the tourist for travel preference will ever suggest a boring trip.	roberta-base	LogProb	-98.78410958073437
1	16	Relative No	The agent who no tourist asked for travel preference will ever suggest a boring trip.	roberta-base	LogProb	-123.04185736179352
2	16	Relative Did Not	The agent who did not ask the tourist for travel preference will ever suggest a boring trip.	roberta-base	LogProb	-94.23204230517149
3	16	Relative Never	The agent who never asked the tourist for travel preference will ever suggest a boring trip.	roberta-base	LogProb	-94.95889946818352
6	16	Embedded No	The agent who recommended no concierge for day planning will ever suggest a boring trip.	roberta-base	LogProb	-113.3260941915214
6	16	Embedded Not a Single	The agent who recommended not a single concierge for day planning will ever suggest a boring trip.	roberta-base	LogProb	-111.97137056392967
6	16	Licensor Absent	The agent who the concierge recommended for day planning will ever suggest a boring trip.	roberta-base	LogProb	-103.3096712201368
6	16	Matrix No	No agent who the concierge recommended for day planning will ever suggest a boring trip.	roberta-base	LogProb	-91.16645647259429
6	16	Relative Subject No	The agent who no concierge recommended for day planning will ever suggest a boring trip.	roberta-base	LogProb	-127.40030798595399
6	16	Relative Subject Not A Single	The agent who not a single concierge recommended for day planning will ever suggest a boring trip.	roberta-base	LogProb	-118.85510983061977
1	17	Licensor Absent	The painter who the sculptor said had a good eye will ever paint an impressionist sunset.	roberta-base	LogProb	-81.59983167052269
1	17	Matrix No	No painter who the sculptor said had a good eye will ever paint an impressionist sunset.	roberta-base	LogProb	-59.52119672391564
1	17	Relative Didn't	The painter who didn't say the sculptor had a good eye will ever paint an impressionist sunset.	roberta-base	LogProb	-93.84312250600487
1	17	Relative No	The painter who no sculptor said had a good eye will ever paint an impressionist sunset.	roberta-base	LogProb	-93.41692928317934
2	17	Relative Did Not	The painter who did not say the sculptor had a good eye will ever paint an impressionist sunset.	roberta-base	LogProb	-92.10175538249314
3	17	Relative Never	The painter who never said the sculptor had a good eye will ever paint an impressionist sunset.	roberta-base	LogProb	-82.73085740581155
6	17	Embedded No	The painter who said no sculptor had a good eye will ever paint an impressionist sunset.	roberta-base	LogProb	-89.50966838607565
6	17	Embedded Not a Single	The painter who said not a single sculptor had a good eye will ever paint an impressionist sunset.	roberta-base	LogProb	-88.81514487578534
6	17	Licensor Absent	The painter who the sculptor said had a good eye will ever paint an impressionist sunset.	roberta-base	LogProb	-81.59983167052269
6	17	Matrix No	No painter who the sculptor said had a good eye will ever paint an impressionist sunset.	roberta-base	LogProb	-59.52119672391564
6	17	Relative Subject No	The painter who no sculptor said had a good eye will ever paint an impressionist sunset.	roberta-base	LogProb	-93.41692928317934
6	17	Relative Subject Not A Single	The painter who not a single sculptor said had a good eye will ever paint an impressionist sunset.	roberta-base	LogProb	-87.8251325704623
1	18	Licensor Absent	The bully who the student said was mean will ever get a scholarship to Northwestern.	roberta-base	LogProb	-65.7555408924818
1	18	Matrix No	No bully who the student said was mean will ever get a scholarship to Northwestern.	roberta-base	LogProb	-49.92903301678598
1	18	Relative Didn't	The bully who didn't say the student was mean will ever get a scholarship to Northwestern.	roberta-base	LogProb	-66.73195699248754
1	18	Relative No	The bully who no student said was mean will ever get a scholarship to Northwestern.	roberta-base	LogProb	-72.85434962622821
2	18	Relative Did Not	The bully who did not say the student was mean will ever get a scholarship to Northwestern.	roberta-base	LogProb	-66.79715772904456
3	18	Relative Never	The bully who never said the student was mean will ever get a scholarship to Northwestern.	roberta-base	LogProb	-64.1038466040045
6	18	Embedded No	The bully who said no student was mean will ever get a scholarship to Northwestern.	roberta-base	LogProb	-66.14144087489694
6	18	Embedded Not a Single	The bully who said not a single student was mean will ever get a scholarship to Northwestern.	roberta-base	LogProb	-58.937198743224144
6	18	Licensor Absent	The bully who the student said was mean will ever get a scholarship to Northwestern.	roberta-base	LogProb	-65.7555408924818
6	18	Matrix No	No bully who the student said was mean will ever get a scholarship to Northwestern.	roberta-base	LogProb	-49.92903301678598
6	18	Relative Subject No	The bully who no student said was mean will ever get a scholarship to Northwestern.	roberta-base	LogProb	-72.85434962622821
6	18	Relative Subject Not A Single	The bully who not a single student said was mean will ever get a scholarship to Northwestern.	roberta-base	LogProb	-55.22940372303128
1	19	Licensor Absent	The patient who the trainer treated to dinner will ever give up on recovery.	roberta-base	LogProb	-85.03827141597867
1	19	Matrix No	No patient who the trainer treated to dinner will ever give up on recovery.	roberta-base	LogProb	-61.37181617284659
1	19	Relative Didn't	The patient who didn't treat the trainer to dinner will ever give up on recovery.	roberta-base	LogProb	-64.57977791172652
1	19	Relative No	The patient who no trainer treated to dinner will ever give up on recovery.	roberta-base	LogProb	-80.02289618575014
2	19	Relative Did Not	The patient who did not treat the trainer to dinner will ever give up on recovery.	roberta-base	LogProb	-65.40906432457268
3	19	Relative Never	The patient who never treated the trainer to dinner will ever give up on recovery.	roberta-base	LogProb	-65.5623189182952
6	19	Embedded No	The patient who treated no trainer unkindly will ever give up on recovery.	roberta-base	LogProb	-91.67377763288096
6	19	Embedded Not a Single	The patient who treated not a single trainer unkindly will ever give up on recovery.	roberta-base	LogProb	-74.7867335974006
6	19	Licensor Absent	The patient who the trainer treated unkindly will ever give up on recovery.	roberta-base	LogProb	-83.49701546365395
6	19	Matrix No	No patient who the trainer treated unkindly will ever give up on recovery.	roberta-base	LogProb	-61.789850126137026
6	19	Relative Subject No	The patient who no trainer treated unkindly will ever give up on recovery.	roberta-base	LogProb	-82.7414024961181
6	19	Relative Subject Not A Single	The patient who not a single trainer treated unkindly will ever give up on recovery.	roberta-base	LogProb	-75.44810064695776
1	20	Licensor Absent	The victim who the doctor treated unkindly will ever drive again.	roberta-base	LogProb	-77.80387471988797
1	20	Matrix No	No victim who the doctor treated unkindly will ever drive again.	roberta-base	LogProb	-60.015276473073754
1	20	Relative Didn't	The victim who didn't treat the doctor unkindly will ever drive again.	roberta-base	LogProb	-77.07348677520531
1	20	Relative No	The victim who no doctor treated unkindly will ever drive again.	roberta-base	LogProb	-74.71703963540494
2	20	Relative Did Not	The victim who did not treat the doctor unkindly will ever drive again.	roberta-base	LogProb	-73.59018938243389
3	20	Relative Never	The victim who never treated the doctor unkindly will ever drive again.	roberta-base	LogProb	-73.81366023980081
6	20	Embedded No	The victim who treated no doctor to lunch will ever drive again.	roberta-base	LogProb	-88.01929109543562
6	20	Embedded Not a Single	The victim who treated not a single doctor to lunch will ever drive again.	roberta-base	LogProb	-77.51490074023604
6	20	Licensor Absent	The victim who the doctor treated to lunch will ever drive again.	roberta-base	LogProb	-89.186962723732
6	20	Matrix No	No victim who the doctor treated to lunch will ever drive again.	roberta-base	LogProb	-71.71122379973531
6	20	Relative Subject No	The victim who no doctor treated to lunch will ever drive again.	roberta-base	LogProb	-89.74372178316116
6	20	Relative Subject Not A Single	The victim who not a single doctor treated to lunch will ever drive again.	roberta-base	LogProb	-91.88471553474665
1	21	Licensor Absent	The author who the reader knew from their previous meeting will ever buy books online.	roberta-base	LogProb	-79.72581201791763
1	21	Matrix No	No author who the reader knew from their previous meeting will ever buy books online.	roberta-base	LogProb	-64.25925289839506
1	21	Relative Didn't	The author who didn't know the reader from their previous meeting will ever buy books online.	roberta-base	LogProb	-79.20502925233086
1	21	Relative No	The author who no reader knew from their previous meeting will ever buy books online.	roberta-base	LogProb	-93.88400602340698
2	21	Relative Did Not	The author who did not know the reader from their previous meeting will ever buy books online.	roberta-base	LogProb	-75.5957339538727
3	21	Relative Never	The author who never knew the reader from their previous meeting will ever buy books online.	roberta-base	LogProb	-78.8349626660347
6	21	Embedded No	The author who knew no reader to be verbose will ever buy books online.	roberta-base	LogProb	-121.78492766618729
6	21	Embedded Not a Single	The author who knew not a single reader to be verbose will ever buy books online.	roberta-base	LogProb	-106.26273967325687
6	21	Licensor Absent	The author who the reader knew to be verbose will ever buy books online.	roberta-base	LogProb	-103.94862243719399
6	21	Matrix No	No author who the reader knew to be verbose will ever buy books online.	roberta-base	LogProb	-78.18573413603008
6	21	Relative Subject No	The author who no reader knew to be verbose will ever buy books online.	roberta-base	LogProb	-115.1465639360249
6	21	Relative Subject Not A Single	The author who not a single reader knew to be verbose will ever buy books online.	roberta-base	LogProb	-119.75274331215769
1	22	Licensor Absent	The bailiff who the judge knew from the courthouse will ever commit a crime.	roberta-base	LogProb	-86.88440561294556
1	22	Matrix No	No bailiff who the judge knew from the courthouse will ever commit a crime.	roberta-base	LogProb	-50.986644338816404
1	22	Relative Didn't	The bailiff who didn't know the judge from the courthouse will ever commit a crime.	roberta-base	LogProb	-83.24515219237219
1	22	Relative No	The bailiff who no judge knew from the courthouse will ever commit a crime.	roberta-base	LogProb	-78.40512427687645
2	22	Relative Did Not	The bailiff who did not know the judge from the courthouse will ever commit a crime.	roberta-base	LogProb	-82.64615429402329
3	22	Relative Never	The bailiff who never knew the judge from the courthouse will ever commit a crime.	roberta-base	LogProb	-74.30854293704033
6	22	Embedded No	The bailiff who knew no judge to be uncivil will ever commit a crime.	roberta-base	LogProb	-102.92973766848445
6	22	Embedded Not a Single	The bailiff who knew not a single judge to be uncivil will ever commit a crime.	roberta-base	LogProb	-85.50243725907058
6	22	Licensor Absent	The bailiff who the judge knew to be uncivil will ever commit a crime.	roberta-base	LogProb	-84.36471207719296
6	22	Matrix No	No bailiff who the judge knew to be uncivil will ever commit a crime.	roberta-base	LogProb	-54.98630907363258
6	22	Relative Subject No	The bailiff who no judge knew to be uncivil will ever commit a crime.	roberta-base	LogProb	-88.36814967356622
6	22	Relative Subject Not A Single	The bailiff who not a single judge knew to be uncivil will ever commit a crime.	roberta-base	LogProb	-79.05900841858238
1	23	Licensor Absent	The traitor who the jury speculated was dishonest will ever be let go.	roberta-base	LogProb	-80.72272624337347
1	23	Matrix No	No traitor who the jury speculated was dishonest will ever be let go.	roberta-base	LogProb	-58.46239396074088
1	23	Relative Didn't	The traitor who didn't speculate the jury was dishonest will ever be let go.	roberta-base	LogProb	-83.69786555267638
1	23	Relative No	The traitor who no jury speculated was dishonest will ever be let go.	roberta-base	LogProb	-87.21931199642131
2	23	Relative Did Not	The traitor who did not speculate the jury was dishonest will ever be let go.	roberta-base	LogProb	-82.71667998493649
3	23	Relative Never	The traitor who never speculated the jury was dishonest will ever be let go.	roberta-base	LogProb	-83.2681546411477
6	23	Embedded No	The traitor who speculated no jury was dishonest will ever be let go.	roberta-base	LogProb	-93.72237124241656
6	23	Embedded Not a Single	The traitor who speculated not a single jury was dishonest will ever be let go.	roberta-base	LogProb	-80.99652516833157
6	23	Licensor Absent	The traitor who the jury speculated was dishonest will ever be let go.	roberta-base	LogProb	-80.72272624337347
6	23	Matrix No	No traitor who the jury speculated was dishonest will ever be let go.	roberta-base	LogProb	-58.46239396074088
